C:\DOCUMENTS AND SETTINGS\ADMINISTRATOR\DESKTOP\EFFORT\PATIENT 28\TRACINGS\ACQ 3\EFFORT28_COMPLETE_OLD.ACQ
5.000000 msec/sample
5 channels
Paw
cmH2O
Peso
cmH2O
Pgas
cmH2O
Flow
L/s
PL
cmH2O
CH1	CH2	CH3	CH4	CH40	
9.47088	7.19147	15.5639	0.383343	2.27941	
9.5327	7.2876	15.5299	0.392284	2.2451	
9.52583	7.33567	15.5707	0.344691	2.19017	
9.63575	7.38373	15.6252	0.350172	2.25202	
9.62888	7.42493	15.5911	0.325942	2.20395	
9.69757	7.45926	15.5843	0.337192	2.23831	
9.72505	7.55539	15.6116	0.348729	2.16966	
9.7594	7.65152	15.6252	0.31902	2.10788	
9.8281	7.69959	15.5843	0.283541	2.12851	
9.97236	7.79572	15.598	0.234506	2.17664	
10.0342	7.80945	15.6524	0.248351	2.22473	
10.0479	7.91245	15.598	0.259889	2.13548	
10.1578	7.93305	15.6048	0.249216	2.22479	
10.2265	8.04978	15.5911	0.20595	2.17676	
10.2059	8.11158	15.632	0.186913	2.09435	
10.2815	8.22144	15.6388	0.183163	2.06005	
10.2403	8.28324	15.6048	0.169894	1.95704	
10.3296	8.3519	15.5775	0.135858	1.97768	
10.3639	8.3931	15.6388	0.112783	1.97083	
10.4258	8.52356	15.6252	0.107302	1.90219	
10.4326	8.62656	15.6252	0.0819192	1.80606	
10.5013	8.62656	15.6524	0.0775925	1.87476	
10.5425	8.77076	15.6048	0.0631703	1.77178	
10.6112	8.81195	15.5707	0.0349029	1.79928	
7.80157	8.90122	15.6252	-0.0193245	-1.09965	
7.70539	8.94928	15.5843	-0.129221	-1.24389	
8.36487	9.01108	15.6184	-0.163546	-0.646209	
8.33739	9.15528	15.5911	-0.259598	-0.817883	
8.33739	9.23767	15.5639	-0.367187	-0.90028	
7.8153	9.18961	15.5571	-0.505929	-1.3743	
7.14208	9.32007	15.6184	-0.51314	-2.17799	
7.08713	9.32007	15.5843	-0.434106	-2.23294	
7.82904	9.40934	15.5571	-0.394589	-1.58029	
8.13818	9.45053	15.5843	-0.451124	-1.31236	
8.06948	9.4986	15.5094	-0.406416	-1.42912	
7.82217	9.57413	15.5639	-0.402089	-1.75196	
7.60922	9.61533	15.4822	-0.452855	-2.00611	
7.70539	9.67713	15.523	-0.459778	-1.97174	
7.91148	9.71833	15.5299	-0.495256	-1.80685	
8.01452	9.75952	15.5299	-0.415357	-1.745	
7.8153	9.78012	15.5094	-0.477373	-1.96482	
