C:\DOCUMENTS AND SETTINGS\ADMINISTRATOR\DESKTOP\EFFORT\PATIENT 27\TRACINGS\ACQ 3\EFFORT27-SBT_POSTEEXT_OLD.ACQ
5.000000 msec/sample
5 channels
Paw
cmH2O
Peso
cmH2O
Pgas
cmH2O
Flow
L/s
PL
cmH2O
CH1	CH2	CH3	CH4	CH40	
-0.0929242	17.2964	23.3603	-0.00663298	-17.3893	
-0.0789871	17.3449	23.3193	-0.0080752	-17.4239	
-0.051113	17.2756	23.3057	-0.00720987	-17.3267	
-0.00233322	17.2202	23.3193	-0.00720987	-17.2225	
0.053415	17.234	23.2647	-0.00749831	-17.1806	
0.102195	17.2271	23.2374	-0.00894053	-17.1249	
0.192786	17.1994	23.2852	-0.0100943	-17.0066	
0.262471	17.1647	23.2374	-0.00836364	-16.9023	
0.297314	17.1994	23.2374	-0.0080752	-16.9021	
0.332156	17.1717	23.2238	-0.0080752	-16.8395	
0.353062	17.1994	23.2442	-0.00865209	-16.8463	
0.436684	17.1509	23.2442	-0.0060561	-16.7142	
0.45759	17.0954	23.1965	-0.00461388	-16.6378	
0.527275	17.1717	23.1692	-0.0034601	-16.6444	
0.569087	17.1647	23.1965	-0.0060561	-16.5956	
0.541212	17.1162	23.2306	-0.001441	-16.575	
0.527275	17.1855	23.2442	-0.001441	-16.6582	
0.45759	17.1578	23.2306	0.00346254	-16.7002	
0.40881	17.1509	23.2033	0.00663542	-16.742	
0.332156	17.2548	23.1896	0.0135581	-16.9227	
0.304282	17.2132	23.2033	0.016154	-16.909	
0.22066	17.241	23.2374	0.0207691	-17.0203	
0.157943	17.2756	23.2238	0.0253842	-17.1177	
0.0603836	17.2895	23.1965	0.0274033	-17.2291	
0.00463531	17.3588	23.2306	0.0299993	-17.3542	
-0.0720186	17.3657	23.2033	0.0328838	-17.4378	
-0.204421	17.3935	23.2511	0.0340375	-17.5979	
-0.267137	17.4143	23.2101	0.0314416	-17.6814	
-0.385603	17.4697	23.176	0.0311531	-17.8553	
-0.441351	17.4558	23.1896	0.0279802	-17.8972	
-0.53891	17.4766	23.2442	0.0271149	-18.0156	
-0.552847	17.4836	23.1282	0.0271149	-18.0364	
-0.629501	17.5252	23.1965	0.026538	-18.1547	
-0.699187	17.4766	23.135	0.0294224	-18.1758	
-0.810683	17.5529	23.176	0.0302878	-18.3636	
-0.929148	17.5182	23.1896	0.0299993	-18.4474	
-1.0058	17.5945	23.1419	0.0334607	-18.6003	
-1.08942	17.6083	23.1145	0.0374989	-18.6978	
-1.20789	17.6014	23.0668	0.0383642	-18.8093	
-1.31939	17.643	23.1009	0.0429793	-18.9624	
-1.43088	17.643	23.0941	0.0432677	-19.0739	
-1.54238	17.7192	23.0941	0.0447099	-19.2616	
-1.61206	17.6707	23.1009	0.0484597	-19.2828	
-1.73053	17.7123	23.0053	0.0530748	-19.4428	
-1.89081	17.6846	23.0326	0.0536517	-19.5754	
-2.0023	17.7747	23.0395	0.0556708	-19.777	
-2.20439	17.7886	23.0258	0.0585552	-19.9929	
-2.31589	17.8163	22.9371	0.0628819	-20.1322	
-2.49707	17.8856	22.9712	0.0672085	-20.3827	
-2.6225	17.8579	22.9712	0.0663432	-20.4804	
-2.72703	17.8579	22.9166	0.0672085	-20.5849	
